Type,FiscalYear,WorkPeriod,StatedDistrict,PresentDayDistrict,ProjectDistrict,ProjectName,PlacementLocation,RemovedFromNavPath,VolumePlaced,VolumePlacedUnit,MeasurementType,WeightPlaced,WeightPlacedUnit,MaterialPlaced,WorkType,OperationID,DistrictID,ProjectID,ApproxPageNumber,Appendix,Offset,FileVolume,FilePart
Placement,1960,During Fiscal Year,CALIFORNIA DEBRIS COMMISSION,,,"SACRAMENTO RIVER, CALIF., FLOOD CONTROL",embankment,,"511,292",cubic yards,,,,embankment,,17658495886875869,17658495886762900,17658495886800181,1997,No,7858799,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,During Fiscal Year,Buffalo District,Buffalo District,Buffalo District,"OSWEGO HARBOR, N.Y.",breakwater,harbor entrance,,,,"23,000",tons,cover stone,,17658495886875602,17658495886801271,17658495886799638,1469,No,5756044,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,End of Fiscal Year,Kansas City District,Kansas City District,,"KANSAS CITYS ON MISSOURI AND KANSAS RIVERS,  MO. AND KANS.",dikes,Missouri River,"2,106,630",cubic yards,,,,,,17658495886875344,17658495886762615,17658495886799030,897,No,3470895,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,End of Fiscal Year,Kansas City District,Kansas City District,,"TOPEKA, KANSAS RIVER, KANS.",levee,,"174,569",cubic yards,,,,earthfill,,17658495886875350,17658495886762615,17658495886799041,914,No,3527974,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,,MISSISSIPPI RIVER COMMISSION,,,CONDITION AT END OF FISCAL YEAR,,,"99,300",cubic yards,,,,fill,,17658495886875859,17658495886762810,17658495886801128,1948,No,7534067,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,End of Fiscal Year,Kansas City District,Kansas City District,,"KANSAS CITYS ON MISSOURI AND KANSAS RIVERS,  MO. AND KANS.",,foreshore bar,"34,047",cubic yards,,,,earthfill,,17658495886875341,17658495886762615,17658495886799030,897,No,3470612,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,End of Fiscal Year,Kansas City District,Kansas City District,,"KANSAS CITYS ON MISSOURI AND KANSAS RIVERS,  MO. AND KANS.",,foreshore bar,,,,"25,426",tons,stone,,17658495886875341,17658495886762615,17658495886799030,897,No,3470646,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,End of Fiscal Year,Kansas City District,Kansas City District,,"MISSOURI RIVER, KANSAS CITY TO THE MOUTH",revetment,pilot canals,"1,546,493",cubic yards,,,,removal,,17658495886875329,17658495886762615,17658495886799026,885,No,3422495,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,,MISSISSIPPI RIVER COMMISSION,,,"FRANCIS BASIN, ARK. AND MO",,,"1,500,080",cubic yards,,,,earthwork,,17658495886875846,17658495886762810,17658495886801125,1942,No,7514936,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,During Fiscal Year,Little Rock District,Little Rock District,,"GREERS FERRY RESERVOIR, WHITE RIVER BASIN, ARK.",dikes,,"75,700",cubic yards,,,,concrete,,17658495886875317,17658495886762611,17658495886798930,815,No,3156919,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,,MISSISSIPPI RIVER COMMISSION,,,"LOWER WHITE RIVER, ARK",,,"410,607",cubic yards,,,,,,17658495886875832,17658495886762810,17658495886801124,1941,No,7512477,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,During Fiscal Year,Kansas City District,Kansas City District,,"MISSOURI RIVER, KANSAS CITY TO THE MOUTH",revetment,clearing channel,"838,370",cubic yards,,,,earthfill,,17658495886875325,17658495886762615,17658495886799026,884,No,3420936,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,During Fiscal Year,Little Rock District,Little Rock District,,"GREERS FERRY RESERVOIR, WHITE RIVER BASIN, ARK.",dikes,,"1,084,000",cubic yards,,,,fill materials,,17658495886875317,17658495886762611,17658495886798930,815,No,3156861,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,During Fiscal Year,Little Rock District,Little Rock District,,"GREERS FERRY RESERVOIR, WHITE RIVER BASIN, ARK.",dam,,,,,"1,017,000",pounds,,,17658495886875317,17658495886762611,17658495886798930,815,No,3156955,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,,MISSISSIPPI RIVER COMMISSION,,,COLLECTION AND STUDY OF BASIC DATA,levee,,"2,168,570",cubic yards,,,,,,17658495886875809,17658495886762810,17658495886800174,1936,No,7498734,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,,MISSISSIPPI RIVER COMMISSION,,,COLLECTION AND STUDY OF BASIC DATA,levees,,653,cubic yards,,,,,,17658495886875807,17658495886762810,17658495886800174,1936,No,7498679,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,During Fiscal Year,Little Rock District,Little Rock District,,"ARKANSAS RIVER AND TRTBUTARIES, ARK. AND OKLA.",structures,Arkansas River,,,,"30,000",tons,additional rock,,17658495886875302,17658495886762611,17658495886798915,795,No,3083309,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,,MISSISSIPPI RIVER COMMISSION,,,COLLECTION AND STUDY OF BASIC DATA,dikes,,"1,035",cubic yards,,,,,,17658495886875811,17658495886762810,17658495886800174,1936,No,7499263,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,,MISSISSIPPI RIVER COMMISSION,,,COLLECTION AND STUDY OF BASIC DATA,walls,,"99,300",cubic yards,,,,fill,,17658495886875801,17658495886762810,17658495886800174,1936,No,7497775,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,,MISSISSIPPI RIVER COMMISSION,,,COLLECTION AND STUDY OF BASIC DATA,levee,,"22,951",cubic yards,,,,,,17658495886875794,17658495886762810,17658495886800174,1935,No,7496281,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,,MISSISSIPPI RIVER COMMISSION,,,COLLECTION AND STUDY OF BASIC DATA,levee,,"4,162",cubic yards,,,,earth fill,,17658495886875792,17658495886762810,17658495886800174,1935,No,7496047,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,,MISSISSIPPI RIVER COMMISSION,,,COLLECTION AND STUDY OF BASIC DATA,levee,,"35,677",cubic yards,,,,,,17658495886875796,17658495886762810,17658495886800174,1935,No,7496620,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,,MISSISSIPPI RIVER COMMISSION,,,COLLECTION AND STUDY OF BASIC DATA,levee,,"9,496",cubic yards,,,,,,17658495886875790,17658495886762810,17658495886800174,1935,No,7495628,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,,MISSISSIPPI RIVER COMMISSION,,,COLLECTION AND STUDY OF BASIC DATA,embankment,,"2,713,493",cubic yards,,,,,,17658495886875778,17658495886762810,17658495886800174,1933,No,7489958,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,,MISSISSIPPI RIVER COMMISSION,,,COLLECTION AND STUDY OF BASIC DATA,levee,,"2,872",cubic yards,,,,gravel,,17658495886875776,17658495886762810,17658495886800174,1933,No,7488501,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,,MISSISSIPPI RIVER COMMISSION,,,COLLECTION AND STUDY OF BASIC DATA,structures,,"21,566",cubic yards,,,,road,,17658495886875770,17658495886762810,17658495886800174,1933,No,7487759,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,,MISSISSIPPI RIVER COMMISSION,,,COLLECTION AND STUDY OF BASIC DATA,dikes,,,,,"1,671",tons,riprap,,17658495886875768,17658495886762810,17658495886800174,1933,No,7487656,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,,MISSISSIPPI RIVER COMMISSION,,,COLLECTION AND STUDY OF BASIC DATA,levee,,"214,756",cubic yards,,,,material,,17658495886875774,17658495886762810,17658495886800174,1933,No,7488444,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1960,,MISSISSIPPI RIVER COMMISSION,,,COLLECTION AND STUDY OF BASIC DATA,levee,,780,cubic yards,,,,,,17658495886875772,17658495886762810,17658495886800174,1933,No,7487936,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1960.csv
Placement,1961,During Fiscal Year,New Orleans District,New Orleans District,New Orleans District,"MERMENTAU RIVER, LA.",structures,Schooner Bayou,,,,498,tons,riprap,,8042355717192944,8042355717071481,8042355717111526,640,No,2498288,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,,MISSISSIPPI RIVER COMMISSION,,,COLLECTION AND STUDY OF BASIC DATA,levees,,"1,000",cubic yards,,,,,,8042355717193456,8042355717071751,8042355717113109,2013,No,7964776,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Walla Walla District,Walla Walla District,Alaska District,"VALDEZ HARBOR, ALASKA",breakwater,,"2,500",cubic yards,,,,gravel fill,,8042355717193449,8042355717071745,8042355717113062,1983,No,7839324,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,New Orleans District,New Orleans District,New Orleans District,"BAYOU LAFOURCHE AND LAFOURCHE-JUMP  WATERWAY, LA.",east jetty,,,,,"2,524",tons,new stone,,8042355717192938,8042355717071481,8042355717111519,624,No,2443782,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Walla Walla District,Walla Walla District,Alaska District,"VALDEZ HARBOR, ALASKA",,,"1,883",cubic yards,,,,rock,,8042355717193449,8042355717071745,8042355717113062,1983,No,7839362,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,New Orleans District,New Orleans District,New Orleans District,"BAYOU LAFOURCHE AND LAFOURCHE-JUMP  WATERWAY, LA.",groin,,,,,"2,056",tons,stone,,8042355717192936,8042355717071481,8042355717111519,624,No,2443637,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,New Orleans District,New Orleans District,New Orleans District,"BAYOU LAFOURCHE AND LAFOURCHE-JUMP  WATERWAY, LA.",jetties,,,,,600,tons,stone,,8042355717192934,8042355717071481,8042355717111519,624,No,2443561,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,New Orleans District,New Orleans District,,"MISSISSIPPI RIVER-GULF OUTLET, LA.",,channel,,,,"38,151",tons,riprap,,8042355717192928,8042355717071481,8042355717111516,618,No,2422801,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Rock Island District,Rock Island District,,CALUMET HARBOR ANDI) RIVER ILL. AND IND.,breakwaters,,,,,"13,930",tons,stone,,8042355717193186,8042355717071632,8042355717112352,1373,No,5478635,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,New Orleans District,New Orleans District,,"MISSISSIPPI RIVER-GULF OUTLET, LA.",dike,channel,"30,332",cubic yards,,,,shell,,8042355717192928,8042355717071481,8042355717111516,618,No,2422769,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Walla Walla District,Walla Walla District,Walla Walla District,"ICE HARBOR LOCK AND DAM, SNAKE RIVER, WASH.",embankment,spillway,"315,000",cubic yards,,,,concrete,,8042355717193440,8042355717071745,8042355717113030,1953,No,7728159,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,New Orleans District,New Orleans District,,"MISSISSIPPI RIVER-GULF OUTLET, LA.",dike,channel,"78,263",cubic yards,,,,shell,,8042355717192925,8042355717071481,8042355717111516,618,No,2422206,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,New Orleans District,New Orleans District,,"MISSISSIPPI RIVER-GULF OUTLET, LA.",,channel,,,,"124,797",tons,riprap,,8042355717192925,8042355717071481,8042355717111516,618,No,2422239,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Rock Island District,Rock Island District,,"RACINE HARBOR, WIS.",breakwaters,,,,,991,tons,stone,,8042355717193174,8042355717071632,8042355717112346,1361,No,5431319,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Seattle District,Seattle District,Seattle District,"GRAYS HARBOR AND CHEHALIS RIVER, WASH.",groin,North Channel,,,,"2,700",tons,rock,,8042355717193430,8042355717114272,8042355717112960,1918,No,7600166,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,"Washington, DC",Baltimore District,,"ANACOSTIA RIVER AND TRIBUTARIES, FLOOD  PROTECTION AND NAVIGATION IMPROVEMENTS,  DISTRICT OF COLUMBIA AND MARYLAND",disposal areas,Anacostia River,"116,700",cubic yards,,,,,,8042355717192659,8042355717071463,8042355717111128,337,No,1409694,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Rock Island District,Rock Island District,,"MILWAUKEE HARBOR, WIS.",breakwater,river entrance,,,,2715,tons,stone protection,,8042355717193170,8042355717071632,8042355717112345,1359,No,5421792,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,"Washington, DC",Baltimore District,,"ST. JEROMES CREEK, MD.",disposal areas,channel and basin,"31,000",cubic yards,,,,,,8042355717192654,8042355717071463,8042355717111067,327,No,1369701,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,"Washington, DC",Baltimore District,Baltimore District,"HERRING CREEK, MD.",disposal areas,,"32,000",cubic yards,,,,,,8042355717192651,8042355717071463,8042355717111066,326,No,1365821,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Rock Island District,Rock Island District,Baltimore District,"PORT WASHINGTON HARBOR, WIS.",breakwater,,,,,"1,987",tons,stone,,8042355717193164,8042355717071632,8042355717112344,1356,No,5410073,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Rock Island District,Rock Island District,Detroit District,"SHEBOYGAN HARBOR, WIS.",breakwater,,,,,"1,884",tons,stone,,8042355717193162,8042355717071632,8042355717112343,1354,No,5403171,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Baltimore District,Baltimore District,,"WICOMICO COUNTY, MD.",jetties,,,,,"1,316",tons,stone,,8042355717192645,8042355717071458,8042355717110980,288,No,1204311,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Seattle District,Seattle District,,"LAKE CROCKETT, WASH.",breakwater,,,,,"1,982",tons,rock,,8042355717193414,8042355717114272,8042355717112952,1900,No,7537701,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Rock Island District,Rock Island District,Detroit District,"TWO RIVERS HARBOR, WIS.",,,,,,"1,064",tons,stone,,8042355717193156,8042355717071632,8042355717112341,1350,No,5388218,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Baltimore District,Baltimore District,,"HERRING BAY AND ROCKHOLDI  CREEK, MD.",,entrance channel,"37,800",cubic yards,place measure,,,,,8042355717192642,8042355717071458,8042355717110979,287,No,1200633,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Baltimore District,Baltimore District,Baltimore District,"OCEAN CITY HARBOR AND INLET AND  SINEPUXENT BAY, MD.",,,,,,"5,205",tons,stone,,8042355717192640,8042355717071458,8042355717110978,286,No,1194395,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Baltimore District,Baltimore District,,"TWITCH COVE AND BIG THOROUGHFARE RIVER, MD.",jetties,Chesapeake Bay,"63,600",cubic yards,place measure,,,,,8042355717192637,8042355717071458,8042355717110975,281,No,1173236,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Rock Island District,Rock Island District,,"KEWAUNEE HARBOR, WIS.",breakwater,,,,,968,tons,stone,,8042355717193150,8042355717071632,8042355717112340,1348,No,5379736,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,End of Fiscal Year,Portland District,Portland District,Portland District,"ROGUE RIVER AT GOLD BEACH, OREGON",jetties,,,,,"678,836",tons,stone,,8042355717193406,8042355717071676,8042355717112834,1840,No,7320799,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,,New Orleans District,New Orleans District,New Orleans District,"MISSISSIPPI RIVER, BATON ROUGE TO THE  GULF OF MEXICO, LA.",,pass,,,,"3,299",tons,broken concrete,,8042355717192891,8042355717071481,8042355717111515,612,No,2404933,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,,New Orleans District,New Orleans District,New Orleans District,"MISSISSIPPI RIVER, BATON ROUGE TO THE  GULF OF MEXICO, LA.",west jetty,pass,,,,"2,090",tons,stone,,8042355717192889,8042355717071481,8042355717111515,612,No,2404763,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Baltimore District,Baltimore District,Baltimore District,"POCOMOKE RIVER, MD.",,Pocomoke River,"10,000",cubic yards,place measure,,,,,8042355717192634,8042355717071458,8042355717110974,279,No,1166073,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Portland District,Portland District,Portland District,"ROGUE RIVER AT GOLD BEACH, OREGON",north jetty,,,,,"462,767",tons,stone,,8042355717193402,8042355717071676,8042355717112834,1840,No,7320247,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
Placement,1961,During Fiscal Year,Baltimore District,Baltimore District,Baltimore District,"CRISFIELD HARBOR, MD.",disposal areas,Somers Cove,"25,000",cubic yards,place measure,,,,,8042355717192631,8042355717071458,8042355717110972,277,No,1155087,2,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1961_Volume2.csv
